"","tit","voto_IMDB","num_IMDB"
"43101","THE SIMPSON GO TO HOLLYWOOD ",NA,NA
"43102","Più vicino ",NA,NA
"43103","PAROLE NELLA CITTA' ",NA,NA
"43104","MESSA A FUOCO ",NA,NA
"43105","MA CHE MUSICA ",NA,NA
"43106","LA SOLITA CAZZATA ",NA,NA
"43107","IL FARO SPENTO ",NA,NA
"43108","Azzurri ",NA,NA
"43109","L'AUBE DE DAMNES ","5","13"
"43110","LETTERE DAL VENEZUELA ",NA,NA
"43111","L'INCREDIBILE ATTESA ",NA,NA
"43112","LA RISCOSSA DELLE MASCHERE ",NA,NA
"43113","L'ALTRO ",NA,NA
"43114","L'AVVENTURA DI FRACASSA ",NA,NA
"43115","Casa di bambola ","6.5","963"
"43116","UN AMORE DURANTE IL BLOCCO CONTINENTALE ",NA,NA
"43117","GIUBILEO ",NA,NA
"43118","IL SILENZIO NEL CUORE ","6.5","295"
"43119","IL MARESCIALLO ROCCA 2 ","6.9","103"
"43120","EDICOLA ","8.8","5"
"43121","Diario minimo ",NA,NA
"43122","CERCANDO EVA ",NA,NA
"43123","UNO SU SEICENTO MILIONI ",NA,NA
"43124","UNO SPRUZZO DI PULP ",NA,NA
"43125","TIPPERARY ","5.6","550"
"43126","TAO ",NA,NA
"43127","ROSA ROSAE ","5.8","118"
"43128","PROVA D'ATTRICE ",NA,NA
"43129","PICCOLE COSE DI VALORE NON QUANTIFICABILE ","7.5","89"
"43130","NELLA POLVERE ","7.7","1678"
"43131","Luna ","7.9","304845"
"43132","La carta d'identità ",NA,NA
"43133","IL BAMBINO CON LA PISTOLA ","6","5"
"43134","Stephen King Shining ","7.3","86"
"43135","SHILOH - UN AMORE DI CUCCIOLO ",NA,NA
"43136","Slipstream ","4.9","2152"
"43137","UNA SITUAZIONE DIFFICILE ","4.6","127"
"43138","Sonny & Pepper - Due irresistibili cowboys ",NA,NA
"43139","La principessa + il guerriero ","4.7","2259"
"43140","S.Y.N.A.P.S.E. - pericolo in rete ","6.1","27134"
"43141","Soldier Boyz ","4.4","974"
"43142","SOLDI CALDI ","6.2","86"
"43143","STORA OCH SMA MIRAKEL ","5.6","182"
"43144","SALAM ","6.4","2166"
"43145","STAR TREK THE NEXT GENERATION - 23 ","8.6","82837"
"43146","STAR TREK THE NEXT GENERATION - 22 ","8.6","82837"
"43147","STAR TREK THE NEXT GENERATION - 9 ","8.6","82837"
"43148","STIRPE CRIMINALE ",NA,NA
"43149","DOLCE ATTESA ",NA,NA
"43150","STAR TREK VOYAGER - 2.9 ","7.7","48823"
"43151","CI VEDIAMO DOMANI ","5.8","364"
"43152","Carla Carla Carla e Teo ",NA,NA
"43153","Anche tu ",NA,NA
"43154","STAR TREK VOYAGER - 1.5 ","7.7","48823"
"43155","SINILLUARIT ",NA,NA
"43156","SHABBAT ",NA,NA
"43157","TUR - RETUR ",NA,NA
"43158","STAR TREK THE NEXT GENERATION - EREDITA' DI SANGUE ",NA,NA
"43159","PREMIER NOEL ","6.7","12"
"43160","O RALO ","6.1","83"
"43161","STAR TREK THE NEXT GENERATION - L' ARMA PERDUTA ",NA,NA
"43162","Marcie's Dowry ","6.4","43"
"43163","LES PETITS SOULIERS ","5.3","18"
"43164","LE FETICHISTE ","5.5","14"
"43165","LA PRUEBA ","6.6","122716"
"43166","Hot Dog ","4.8","2689"
"43167","STREET GUN - STRADE DI FUOCO ",NA,NA
"43168","LA STREGA DI WILLOUGHBY CHASE ","5.9","374"
"43169","GUEROY ",NA,NA
"43170","LA STRADA PER GALVESTON ","7.3","85"
"43171","EN DJEVEL I SKAPET ",NA,NA
"43172","WEEK-END A TOKIO ",NA,NA
"43173","KLEINGELD ","7.5","262"
"43174","IN LOVING MEMORY ","7.5","86"
"43175","DESSERTS ","7.4","620"
"43176","Benvenuto a San Salvario ","5.9","9"
"43177","STAR TREK VOYAGER - 2.5-2.6 ","7.7","48823"
"43178","UN PERFETTO CRIMINALE ","6.4","12657"
"43179","Big Mama ","5.1","74551"
"43180","SUSPECT DEVICE - INNESTO MORTALE ",NA,NA
"43181","Romantici nati ","6.5","1422"
"43182","Passione ribelle ","5.8","12279"
"43183","LA STORIA INFINITA ","7.4","115837"
"43184","THE BIG GUN - IL SUPERCANNONE ",NA,NA
"43185","SUGARTIME ","6.4","568"
"43186","IL PRINCIPE FOLLE ","6.4","69"
"43187","Canaletto, Ceruti e il mondo nuovo ",NA,NA
"43188","GIUIO ROMANO ",NA,NA
"43189","LORENZO LOTTO E GLI SPIRITI INQUIETI ",NA,NA
"43190","DOMENICO BECCAFUMI ",NA,NA
"43191","SULLA COLLINA NERA ",NA,NA
"43192","SUBTERFUGE ","4.4","118"
"43193","THE STUFF - IL GELATO CHE UCCIDE ","5.9","10821"
"43194","YI YI - E UNO... E DUE... ","8.1","16398"
"43195","RKO 281 - La vera storia di ""Quarto Potere"" ",NA,NA
"43196","RANDAGI - AMALI O UCCIDILI ",NA,NA
"43197","LE RAGIONI DI UNA DONNA ","5.7","140"
"43198","LA RAGNATELA DEL VIZIO ","3.9","166"
"43199","RAGIN' CAJUN - KICKBOXER VIOLENTO ",NA,NA
"43200","MONNA LISA ","6.9","12"
"43201","I RAGAZZI DELLA NOTTE ","5.2","119"
"43202","The land girls - Ragazze di campagna ","6.3","1758"
"43203","VIVERE ","8.3","56622"
"43204","HIDDEN WHISPER ","6.7","41"
"43205","LA RAGAZZA DI LAS VEGAS ","4.7","181"
"43206","HAPPY END ","6.8","9217"
"43207","GOOD HOUSEKEEPING ",NA,NA
"43208","I RAGAZZI DELLA TAVOLA ROTONDA ","4.9","288"
"43209","DE L'HISTOIRE ANCIENNE ","5.8","57"
"43210","Amores perros ","8.1","202758"
"43211","I RICORDI DI ABBEY ","7.3","2758"
"43212","RICORDI DI UN INCUBO ",NA,NA
"43213","I RIBELLI ","6.5","948"
"43214","LE GRANDI RELIGIONI ",NA,NA
"43215","LE GRANDI RELIGIONI ",NA,NA
"43216","LE GRANDI RELIGIONI ",NA,NA
"43217","LE GRANDI RELIGIONI ",NA,NA
"43218","IL REGNO D'INVERNO ","8.2","34785"
"43219","Red Line ",NA,NA
"43220","VON HEUTE AUF MORGEN ","7","120"
"43221","Lothringen! ",NA,NA
"43222","REDEMPTION ","6.2","59849"
"43223","Antigone ","7.2","534"
"43224","Cézanne ",NA,NA
"43225","La vita che verrà ",NA,NA
"43226","IL SEGRETO ","6.7","4509"
"43227","PETIT CHERIE ",NA,NA
"43228","MALLBOY ","6.4","118"
"43229","LES FANTOME DES TROIS MADELEINE ","6.3","71"
"43230","LA BELLA E LA BESTIA ","7.2","223380"
"43231","I BORGIA ","7.9","44111"
"43232","LA CHAMBRE OBSCURE ","6.4","112"
"43233","Downtown 81 ","7.2","973"
"43234","THE REAL THING - A STYLISH THRILLER ",NA,NA
"43235","WILD BLUE ","6.8","28"
"43236","RASPUTIN - IL DEMONE NERO ","7.1","3122"
"43237","LE PREMIER DU NOM ",NA,NA
"43238","UNA RAPINA TIRA...L'ALTRA ","3.9","365"
"43239","RAPITA ","6.5","257"
"43240","JACKY ",NA,NA
"43241","DJOMEH ","6.8","178"
"43242","RISCATTO IMPOSSIBILE ",NA,NA
"43243","Capitani d'aprile ","7.1","2633"
"43244","RISCHIO D'IMPATTO ","5.7","2100"
"43245","Le avventure di Rin Tin Tin ",NA,NA
"43246","Padre Pio da Pietrelcina ","7.9","25"
"43247","VILLA ADA ","4","19"
"43248","PARADISE CANYON ","5.1","651"
"43249","La parola ai giurati ","8.9","569758"
"43250","IL PASSATO RITORNA ",NA,NA
"43251","PASSI DI FOLLIA ","5.9","181"
"43252","LA DAMA DAL PROFUMO D'AMBRA ROSSA ",NA,NA
"43253","IL TIEPOLO, IL BAROCCHETTO E LE CORTI ",NA,NA
"43254","IL PRIMO DUELLO DI POLIDOR ","3.7","10"
"43255","The Believer ","7.2","33928"
"43256","PAST TENSE - TEMPO PASSATO ","5.9","389"
"43257","PAURA D'INTERNO ",NA,NA
"43258","PERICOLO DALLO SPAZIO ","5.4","457"
"43259","PER QUALCHE CHILO IN MENO ",NA,NA
"43260","Nero Wolfe: Il pesce più grosso ","8","12"
"43261","PESI MASSIMI ","6.7","22376"
"43262","PICCOLA PESTE 3 ",NA,NA
"43263","Piccoli rumori ","6.3","179"
"43264","Un piccolo grande eroe ","6","531"
"43265","SOLE ",NA,NA
"43266","PIPPI CALZELUNGHE ","7.4","2920"
"43267","Piscine - Incontri a Beverly Hills ","5.2","1790"
"43268","Più tardi al buio ","6.6","2884"
"43269","La vera madre ","5.4","7"
"43270","Dracula's Legacy - Il fascino del male ","4.9","29904"
"43271","ULTIMO BANCO ",NA,NA
"43272","POLIZIOTTI PER CASO ",NA,NA
"43273","PONTIAC MOON ","5.6","626"
"43274","POSTMORTEM ","5.4","1853"
"43275","IL POTERE DELLA LEGGE ","4.8","190"
"43276","I PINI DI ROMA ",NA,NA
"43277","FEDERICO BAROCCI: IL TRAMONTO DEL RINASCIMENTO ",NA,NA
"43278","Pluto Nash ","3.8","22353"
"43279","Campioni di razza ","7.5","50503"
"43280","Il prezzo del coraggio ","6.6","100"
"43281","Prigioniera ","5.6","261"
"43282","IL PRINCIPE DI PENNSYLVANIA ","5.8","944"
"43283","PRIVATE MISSION ",NA,NA
"43284","Ultimo 2 - La sfida ","6.3","119"
"43285","IL PROFETA ","7.9","86827"
"43286","PROMESSE PROMESSE ",NA,NA
"43287","PROTEUS ","6.2","19523"
"43288","PROVA D'INFEDELTA' ","1.8","302"
"43289","Miss Detective ","6.2","163182"
"43290","GLI OCCHI DEL TESTIMONE ","6.8","4905"
"43291","I DOLORI DEL GIOVANE WERTHER ",NA,NA
"43292","NELL'OCCHIO DEL CICLONE ","4.3","1296"
"43293","L'OCCHIO DEL TESTIMONE ",NA,NA
"43294","ODIO RAZZIALE ","7.1","112"
"43295","Cabaret ","7.8","42250"
"43296","E SUSSURRA LA NOTTE ",NA,NA
"43297","IL DOMINO NERO ",NA,NA
"43298","TEMPO TEMPO A GRAN CARRIERA ",NA,NA
"43299","GROSSTADJUGEND. DIE GLUCKSFALLE ",NA,NA
"43300","LA PRINCIPESSA DEL CIRCO ",NA,NA
"43301","IL PRINCIPE DEL CARNEVALE ",NA,NA
"43302","TIZIANO ",NA,NA
"43303","IL MANIERISMO IN TOSCANA ",NA,NA
"43304","ULTIMO ",NA,NA
"43305","Prima o poi mi sposo ","5.3","69327"
"43306","OLTRE IL BUIO ","4.1","120"
"43307","UN'OMBRA SU MAIGRET ","8.5","15"
"43308","OMBRE ALIENE ","4.2","974"
"43309","FRIENDS - SERIE 6 - EPISODI 1-4 ",NA,NA
"43310","TESORO CI SIAMO RISTRETTI ANCHE NOI ","4.9","10942"
"43311","OMEGA SYNDROME ","4.4","124"
"43312","OMICIDIO A MIAMI ",NA,NA
"43313","UHR MITTAGS KOMMT DER BOSS ","7.1","26"
"43314","OMICIDI FIRMATI ","4.7","168"
"43315","Omicidio di una playmate ","4.7","513"
"43316","Omicidio imminente ",NA,NA
"43317","OMICIDIO IN 35MM ","6.3","155"
"43318","OMICIDI PER APPUNTAMENTO ",NA,NA
"43319","TOM CLANCY'S OP CENTER ","5.8","596"
"43320","OPERAZIONE CANADIAN BACON ","5.9","14811"
"43321","L'OPERA DEL SEDUTTORE ","5.8","663"
"43322","OPERAZIONE TIGRE ",NA,NA
"43323","L'ORA DELLA VENDETTA ",NA,NA
"43324","ICH HABE IM MAI VON BER LIEBE GETRAUMT ",NA,NA
"43325","L'uomo più astuto del mondo ",NA,NA
"43326","RINALDO RINALDINI ","7.2","11"
"43327","L'ora della violenza 2 ","5.1","2339"
"43328","TUTTI GLI UOMINI SONO UGUALI ","6.2","16"
"43329","ORDIGNO UMANO A TEMPO ",NA,NA
"43330","ORE VIOLENTE ","6.1","553"
"43331","TRISTANO E ISOTTA ","6.5","63"
"43332","OSCURA PRESENZA ",NA,NA
"43333","L'OSCURO PASSATO DI ANNIE ",NA,NA
"43334","800 Leghe lungo il Rio delle Amazzoni ",NA,NA
"43335","OSTACOLO ALLA GIUSTIZIA ",NA,NA
"43336","OSCURI SOSPETTI ","5.1","92"
"43337","OVERKILL ",NA,NA
"43338","DIE REISE NACH SUNDEVIT ","7.1","38"
"43339","NAILS ","4.6","1771"
"43340","Natale di sangue ","5.9","11496"
"43341","NATO PER VINCERE ","5.4","970"
"43342","DAS SCHAUSPIELERPORTRAT: ANGELICA DOMROSE ",NA,NA
"43343","RAUHREIF ","7.4","10"
"43344","NEL BENE E NEL MALE ","4.8","420"
"43345","NEL NOME DI MIO FIGLIO ","6.6","293"
"43346","NEMICI PER LA PELLE ","8.6","9"
"43347","LA MADONNA DELLA ROBBIA ",NA,NA
"43348","L'IMMORTALE ","6.8","11124"
"43349","LA RONDINE ",NA,NA
"43350","IL LEONE DI OMAR ",NA,NA
"43351","LA DONNA DEL MARE ",NA,NA
"43352","IL LUME DELL'ALTRA CASA ",NA,NA
"43353","L'UNDICESIMO COMANDAMENTO ","3.8","623"
"43354","L'ANGELO BIANCO ","7","2777"
"43355","L'AMORE IN AGGUATO ",NA,NA
"43356","NATURA E STORIA NELL'ETA' DEL CORREGGIO E DEI CARRACCI ",NA,NA
"43357","NO LIMITS - LA VERA STORIA DI DENNIS RODMAN ",NA,NA
"43358","NON HO PAROLE ",NA,NA
"43359","NON GUARDARE INDIETRO ","6.1","628"
"43360","Note d'amore ","6.6","140"
"43361","TRE STELLE ","5.4","18"
"43362","TRE ADDII ","4.6","5"
"43363","IL TESORO DI DAMASCO ","6","15"
"43364","SQUADRA MOBILE SCOMPARSI ","7.6","8"
"43365","SOTTO LA LUNA ",NA,NA
"43366","PREMIERE IM ADMIRALSPALAST ",NA,NA
"43367","ITALIENISCHES CAPRICCIO ","5.6","5"
"43368","Sotto il cielo dell'Africa ","5.6","18"
"43369","Solo x te ",NA,NA
"43370","MASSACRO A SAN FRANCISCO ","4","472"
"43371","UNA SOLA DEBOLE VOCE ",NA,NA
"43372","IL MONDO INTERO ","7.3","3058"
"43373","MONELLO FLAGELLO ","5","7328"
"43374","Essere morti o vivi è la stessa cosa ","6.9","14"
"43375","COLEI CHE VOLEVA MORIRE ",NA,NA
"43376","Ravanello pallido ","5.1","198"
"43377","LA LEGGE DELL'INGANNO ","4.6","185"
"43378","LA LEGGE DEL PADRE ",NA,NA
"43379","IL PRIMO VEGLIONE DI FRINGUELLI ",NA,NA
"43380","I cavalieri che fecero l'impresa ","5.7","423"
"43381","Gangster n.1 ","4.5","989"
"43382","DIGIMON - IL FILM ","6","6073"
"43383","HONOLULU BABY ","6.3","143"
"43384","Il mistero dell'acqua ","5.9","8398"
"43385","SEX PISTOLS - OSCENITA' E FURORE ","7.7","5253"
"43386","The contender ","7","21767"
"43387","KRAMPACK ","6.8","5725"
"43388","Vertical Limit ","5.9","54346"
"43389","LA GRANDE MANIERA ",NA,NA
"43390","LEONARDO E LA SUA CERCHIA ",NA,NA
"43391","The Mexican - Amore senza la sicura ","6.1","95703"
"43392","La partita - La difesa di Luzhin ","6.9","4013"
"43393","Un marito... quasi perfetto ","3.8","4630"
"43394","COLPO DI SCENA ","6.2","1920"
"43395","SOGNO DI RIETTE ",NA,NA
"43396","L'ONOMASTICO DI FRINGUELLI ",NA,NA
"43397","L'OMBRA MISTERIOSA ",NA,NA
"43398","Il settimo papiro ","6","394"
"43399","UN MARE DI GUAI ",NA,NA
"43400","A mia sorella! ","6.5","9391"
"43401","Félix et Lola ","5.9","367"
"43402","DOUBLE WHAMMY ","5.7","3299"
"43403","Intimacy - Nell'intimità ",NA,NA
"43404","Maniac Cop 3 - Il distintivo del silenzio ","4.9","2899"
"43405","POLIDOR STREGATO ",NA,NA
"43406","POLIDOR SONNAMBULO ",NA,NA
"43407","POLIDOR SOGNA ",NA,NA
"43408","Le bianche tracce della vita ","6.5","5665"
"43409","MANAGUA ","4.5","84"
"43410","MALICIOUS ","4.9","1076"
"43411","DA SIMONE MARTINI AL LORENZETTI ",NA,NA
"43412","La promessa ","6.8","48693"
"43413","LA 7 COMPAGNIA HA PERSO LA GUERRA ",NA,NA
"43414","DIE DAME UND DER BLINDE ",NA,NA
"43415","Bamboozled ","6.5","9397"
"43416","LITTLE SENEGAL ","7","388"
"43417","JOINT SECURITY AREA ","7.9","22820"
"43418","La forza della mente ","8.1","8166"
"43419","MAFIA VOL. 9 ",NA,NA
"43420","MAFIA VOL. 6 ",NA,NA
"43421","MAFIA VOL. 8 ",NA,NA
"43422","MAFIA VOL. 7 ",NA,NA
"43423","MAFIA VOL. 4 ",NA,NA
"43424","MA CHI ME L'HA FATTO FARE! ","5.3","6137"
"43425","Scoprendo Forrester ","7.3","78069"
"43426","I MASTINI DEL POTERE ",NA,NA
"43427","MATRIMONIO IN NERO ","5.9","74"
"43428","IL MEGLIO DI STANLIO E OLLIO ",NA,NA
"43429","LA FUGA DEGLI AMANTI ",NA,NA
"43430","LA CICALA E LA FORMICA ",NA,NA
"43431","CON LA MASCHERA SUL VOLTO ",NA,NA
"43432","OLTRE L'OCEANO ","4.8","13"
"43433","UNA DONNA DI 30 ANNI ",NA,NA
"43434","PER IL TRONO ",NA,NA
"43435","RAFFICHE ","7","48"
"43436","LE RAGAZZE DI PIAZZA DI SPAGNA 2 ","8.2","88"
"43437","MERCHANT OF DEATH - MERCANTI DI MORTE ","4.1","214"
"43438","GIOTTO ","5.2","8"
"43439","Civiltà romanica toscana ",NA,NA
"43440","Breve ma veridica storia della pittura italiana ",NA,NA
"43441","QUILLS - LA PENNA DELLO SCANDALO ","7.3","48426"
"43442","CINEMA CHE PASSIONE ",NA,NA
"43443","IL CANTICO DELLA TERRA ",NA,NA
"43444","Centomila dollari ","5.7","10"
"43445","LA VISPA TERESA ","5.5","21"
"43446","Rapimento e riscatto ","6.2","52376"
"43447","UN PRETE TRA NOI 2 ",NA,NA
"43448","IL GRANDE CINEMA ",NA,NA
"43449","DIE ELENDEN ","7.3","1362"
"43450","SIELBANC - AFFARE ",NA,NA
"43451","SKIMEISTER VON MORGEN ",NA,NA
"43452","LE VERGINI DI SALEM ","7.2","367"
"43453","THE DOORS COLLECTION ","8.2","292"
"43454","DAS TRAUMSCHIFF ","3.7","355"
"43455","RABELAIS ",NA,NA
"43456","Slappy - Le avventure di una foca in fuga ",NA,NA
"43457","IMPRONTA DIGITALE ",NA,NA
"43458","CODICE LETALE ","4.6","36"
"43459","OSCURE VISIONI ","5.1","105"
"43460","LISA HA VISTO L'ASSASSINO ","5.2","221"
"43461","POLIDOR MANCA D'ISTRUZIONE ",NA,NA
"43462","L'AQUILA ","5","8"
"43463","GLORIA DI SANGUE ",NA,NA
"43464","PETRUSKA ",NA,NA
"43465","Anna Petrovna ",NA,NA
"43466","GIOVANNI EPISCOPO ",NA,NA
"43467","GRAZIELLA ","6","22"
"43468","LA SENTINELLA ",NA,NA
"43469","A tutto gas ","5.7","1747"
"43470","Un serial killer a New York ",NA,NA
"43471","L'ALBERO DEGLI ASSENTI ","6.9","7"
"43472","FANTASIA SOTTOMARINA ","6.3","66"
"43473","HERCULES NEL LABIRINTO DEL MINOTAURO ","6.4","1599"
"43474","NEL CUORE DELL'URAGANO ","5.1","222"
"43475","UN POSTO AL SOLE 3 ","4","155"
"43476","IL TACCHINO PREPOTENTE ","4.9","22"
"43477","JUNGLEGROUND ","5.4","311"
"43478","I FIGLI DEL DUCE AL CAMPEGGIO DEI BALILLA MILANESI ",NA,NA
"43479","IL PRINCIPE APACHE ",NA,NA
"43480","PESCICULTURA IN ITALIA ",NA,NA
"43481","VENEZIA ARTISTICA ",NA,NA
"43482","IL GOLFO DEI POETI ",NA,NA
"43483","CENTUNGRILLO SOGNA ",NA,NA
"43484","KATHERINE - STORIA DI UNA TERRORISTA ",NA,NA
"43485","Più leggero non basta ","6","66"
"43486","Lamù il sogno ",NA,NA
"43487","Due tristezze, un amore ",NA,NA
"43488","LA CANZONE DELLE ROSE ",NA,NA
"43489","DRAMMA DEL MULINO ",NA,NA
"43490","Amor che tace ",NA,NA
"43491","IL BASTARDO ","7.1","223"
"43492","Bernini ","6.6","16"
"43493","L'ARCHITETTURA BAROCCA A ROMA ",NA,NA
"43494","Montachì, ti veddi Zena ",NA,NA
"43495","Anime ribelli ",NA,NA
"43496","MOONLIGHT SERENADE ","7.3","7129"
"43497","MORTE A BRUNSWICK ","6.6","911"
"43498","Hollywood Confidential ","6.4","7264"
"43499","LA SFINGE ","5.9","284"
"43500","La voluttà della vendetta ",NA,NA
"43501","GLI OCCHI CHE ACCUSANO ",NA,NA
"43502","IL VORTICE ",NA,NA
"43503","SULLA SOGLIA DELLA FELICITA' ",NA,NA
"43504","Pepe Carvalho ","6.8","25"
"43505","MOVIE DAYS ","6.5","299"
"43506","The Best Bits of Mr. Bean ","8.3","950"
"43507","The Music of Chance ","7.2","1958"
"43508","MY AMERICAN GRANDSON ","6.2","70"
"43509","MY GIANT ","4.9","6216"
"43510","MISSIONE FINALE ","4","72"
"43511","MISSIONE HAMBURGER ","5.7","23354"
"43512","MISTERIOSI OMICIDI ",NA,NA
"43513","Ombre ","7.4","8643"
"43514","Non lasciamoci più ","5.7","10"
"43515","POLIDOR E LE MOSCHE ",NA,NA
"43516","LA CASA DEL CANTO ","6.1","28"
"43517","I TRE SORRISI DI UNA MONELLA ",NA,NA
"43518","IL FIORE DEL CAUCASO ",NA,NA
"43519","Ma non è una cosa seria ","6.7","26"
"43520","LA CAMPANA DELLO SCANDALO ",NA,NA
"43521","MISS DOROTHY ",NA,NA
"43522","MONELLA DI STRADA ",NA,NA
"43523","I PERICOLI DELLE INNOVAZIONI ",NA,NA
"43524","PER ALTO TRADIMENTO ",NA,NA
"43525","SINFONIA DEL MARE ",NA,NA
"43526","NOEMI ",NA,NA
"43527","IL SIGNOR DIOTISALVI ",NA,NA
"43528","IL LATITANTE ","5.6","14"
"43529","LA GUERRA E LA MODA ",NA,NA
"43530","WOCHEN SIND EIN JAHR ",NA,NA
"43531","RAUSCHENDE MELODIEN ",NA,NA
"43532","DER FACKELTRAGER ",NA,NA
"43533","WER SEINE FRAU LIEB HAT ",NA,NA
"43534","DAS GEHEIMNISVOLLE WRACK ","6.1","13"
"43535","DIE STORENFRIEDE ","8.3","7"
"43536","UN NERO PER CASA ","5.3","10"
"43537","Le diavolerie di Till ","5.6","107"
"43538","Billy Elliot ","7.7","111461"
"43539","SEIN GROSSER SIEG ",NA,NA
"43540","IL MISTERO DELLA TARTARUGA BIANCA ","6.6","110"
"43541","I MOSCHETTIERI DEL 2000 ","3.5","278"
"43542","SCOOBY-DOO E LE PAZZE INVESTIGAZIONI ",NA,NA
"43543","GUERRA D'ETIOPIA ",NA,NA
"43544","MARATONA BIANCA ",NA,NA
"43545","LA CONGIURA DEI FIESCHI ",NA,NA
"43546","Ninna nanna delle 12 mamme ",NA,NA
"43547","Un delitto all'Hotel Ritz ",NA,NA
"43548","WARNED OFF ",NA,NA
"43549","Nanù la cugina d'Albania ",NA,NA
"43550","LE CONFESSIONI DI UNA DONNA ",NA,NA
"43551","MARE NOSTRUM ","6.8","4694"
"43552","ROMOLA ","6.6","128"
"43553","MISTER SMITH VA A WASHINGTON ",NA,NA
"43554","THE WHITE SISTER ","7","349"
"43555","THE STEPHERD KING ",NA,NA
"43556","EDELWEISS ","7.1","398"
"43557","NERONE ","4.9","42"
"43558","SANT'ILARIO ",NA,NA
"43559","Caramba ","6.6","837"
"43560","LA BOTTEGA DELL'ANTIQUARIATO ",NA,NA
"43561","LA ROSA ","7","7069"
"43562","NOTTE TRAGICA ",NA,NA
"43563","INFERNO IN GUERRA ","6.9","14"
"43564","HERCULES E IL REGNO PERDUTO ","6.7","1861"
"43565","THE IMMORTALS ","5.8","1271"
"43566","Fatti, strafatti e strafighe ","5.5","126865"
"43567","THE ICE RUNNER - INFERNO TRA I GHIACCI ",NA,NA
"43568","O ROMA O MORTE (1867 - 1870) ",NA,NA
"43569","SANTA CECILIA ",NA,NA
"43570","Memento ","8.5","1004424"
"43571","Mia figlia è innocente ",NA,NA
"43572","LA MIA FLOTTA PRIVATA ","4.4","5947"
"43573","Extralarge ","6","186"
"43574","La mia morte ti ucciderà ",NA,NA
"43575","IL RITORNO DEI MINI - NINJA ",NA,NA
"43576","Il mio amico Elè ","5.6","76"
"43577","MIRAGE ",NA,NA
"43578","Ladri per amore ","5.2","4973"
"43579","IL PRINCIPE MENDICANTE ",NA,NA
"43580","LADY OSCAR ","6.1","416"
"43581","Lakota Woman: Siege at Wounded Knee ","7.4","256"
"43582","Lassie - Un vero amico è per sempre ",NA,NA
"43583","Las Vegas - In vacanza al Casinò ","5.9","38930"
"43584","LAW OF THE JUNGLE ","8.3","27"
"43585","I ragazzi di Tuskegee ","7.2","4908"
"43586","PER IL BLASONE ",NA,NA
"43587","Truman ","7.3","9650"
"43588","PER IL BABBO ","5.1","15"
"43589","MORTE DI UNA RAGAZZA PERBENE ","5.5","14"
"43590","IL PICCOLO CARCERIERE ",NA,NA
"43591","UN DELITTO IMPOSSIBILE ","6.7","44"
"43592","LUI E LA PALLA ","7.6","4403"
"43593","LA LUCE DEL CREPUSCOLO ",NA,NA
"43594","LOTTA ESTREMA ","4.8","1719"
"43595","Lontano da Isaiah ","6.4","4979"
"43596","LUNAR COP ","4.1","381"
"43597","UNA LUNGA STRISCIA DI SANGUE ","3.9","168"
"43598","KARATE ROCK ","3.6","63"
"43599","KEEPER OF THE CITY ","5","158"
"43600","The Killer ","6","1527"
"43601","KILLER SOTTO LA PIOGGIA ","4.9","217"
"43602","IL MISTERO DEL CORTILE ",NA,NA
"43603","I figli di nessuno ","6.6","176"
"43604","I TRE SENTIMENTALI ",NA,NA
"43605","FRIQUET ",NA,NA
"43606","RAGANELLA ",NA,NA
"43607","COLUI CHE SEPPE AMARE ",NA,NA
"43608","L'ALTRO ESERCITO ",NA,NA
"43609","LA STORIA DI UN PECCATO ",NA,NA
"43610","LE MOGLI E LE ARANCE ","8.4","5"
"43611","PRIMO E ULTIMO BACIO ",NA,NA
"43612","Io suo padre ",NA,NA
"43613","RAID CON IDROVOLANTE, ROMA - NEW YORK - ROMA ",NA,NA
"43614","LE EROICHE GESTA DELL'ANTARTIDE ",NA,NA
"43615","MICHELE STROGOFF ","6.3","329"
"43616","IL DRAMMA DI UNA NOTTE A CALCUTTA ",NA,NA
"43617","MADAME TALLIEN ","5.3","14"
"43618","LA LEGGENDA DELL'EDELWEISS ",NA,NA
"43619","MESSALINA ","5.5","67"
"43620","IL SACCO DI ROMA ","5.7","26"
"43621","La calamita ",NA,NA
"43622","ORRIDA META ",NA,NA
"43623","IMPLICATED ","4","322"
"43624","Le follie dell'imperatore ","7.3","154716"
"43625","IL DIRETTISSIMO DI MEZZANOTTE ",NA,NA
"43626","IL CLUB DELLE DONNE ","5.4","172"
"43627","L'ENIGMA DELLE PIRAMIDI ",NA,NA
"43628","IN FUGA ","5.6","208"
