"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10"
"Camping ";"3.13";"2018";" Commedia";" USA";" 28 Min";" A Casual Romance Productions, Baby Cow Productions";" In Lavorazione";" Jennifer Garner, David Tennant, Juliette Lewis, Ione Skye, Chris Sullivan, Arturo Del Puerto, Janicza Bravo, Brett Gelman";"                                            Lena Dunham (Girls) e Jennifer Konner sono le autrici di Camping, la comedy di HBO che sancisce il ritorno di Jennifer Garner in un ruolo regolare in tv. Nella serie, l'attrice interpreta la maniaca del controllo Kathryn, che con l'obiettivo di ravvivare un matrimonio non più tanto felice, decide di organizzare un piacevole weekend in campeggio con un gruppo ristretto di amici per festeggiare il 45esimo compleanno del marito Walt (David Tennant di Doctor Who). Tuttavia, i suoi piani apparentemente perfetti e calcolati sono stravolti dalle continue litigate con l'ex migliore amica Nina-Joy (Janicza Bravo), dall'inattesa aggiunta al gruppo di un'adolescente scontrosa, Sol (Cheyenne Haynes), e dal caotico arrivo del neo-divorziato Miguel (Arturo Del Puerto di Chicago P.D.), con al seguito una stravagante nuova compagna di nome Jandice (Juliette Lewis di Secrets and Lies), che nella vita fa la DJ, la guaritrice reiki e la commercialista. Isolati dal mondo e circondati da orsi, questi amici, parenti e sposi dovranno fare i conti con problemi personali e rispettivi difetti, scoprendo fino a dove possono resistere. Nel cast troviamo anche Brett Gelman (Love), nei panni dell'affabile migliore amico di Walt, nonché marito di Nina-Joy, e Bridget Everett (Lady Dynamite) nel ruolo di Harry, un'appassionata di campeggio, che pur essendo innamorata della moglie, non disdegna la compagnia di altre donne."
"Narcos: Messico ";"4";"2018";" Drammatico";" USA";" 55 Min";" Gaumont International Television";" In Lavorazione";" Diego Luna, Michael Peña, Tenoch Huerta, Joaquín Cosio, José María Yazpik, Matt Letscher, Alyssa Diaz";"                                            La companion series del crime drama di successo Narcos, la serie di Netflix Narcos: Messico racconta le origini della moderna guerra della droga messicana, andando dritto alle sue radici. Il conflitto inizia in un momento storico in cui i trafficanti di droga messicani sono una disorganizzata confederazione di coltivatori e commercianti e segue la successiva affermazione del cartello di Guadalajara negli anni Ottanta, quando Félix Gallardo (Diego Luna) prende il comando, riunendo tutti i trafficanti e costruendo un impero. Quando l'agente della DEA Kiki Camarena (Michael Peña) si trasferisce con la moglie e il giovane figlio dalla California a Guadalajara per assumere il suo nuovo incarico, capisce rapidamente che il suo ruolo sarà molto più complicato di quanto potesse immaginare."
"Happy! ";"4.5";"2017";" Commedia";" USA";" 42 Min";" Universal Cable Productions";" In Lavorazione";" Christopher Meloni, Ritchie Coster, Lili Mirojnick, Medina Senghore, Bryce Lorenzo, Patrick Fischler, Patton Oswalt, Joseph D. Reitman";"                                            Dall'apprezzata graphic novel di Grant Morrison e Darick Robertson, Happy! è una black comedy con Christopher Meloni (True Blood, Law & Order: Unità Speciale) nei panni di Nick Sax, un ex detective squattrinato e dipendente da alcol e droghe che ogni mese sbarca il lunario e alimenta i suoi vizi facendosi ingaggiare come sicario. Un giorno, dopo essere stato colpito da un infarto, gli appare Happy, un piccolo unicorno alato (doppiato nella versione originale da Patton Oswalt), che si presenta a lui come l'amico immaginario di una bambina di nome Hailey (Bryce Lorenzo), la quale sembra sia stata rapita da un pericoloso uomo travestito da Babbo Natale (Joseph D. Reitman). Happy rivela a Nick che si tratta di sua figlia e gli chiede aiuto per salvarla. Lui, inizialmente riluttante, alla fine decide di seguirlo. Nel cast troviamo anche Ritchie Coster (American Gangster) e Patrick Fischler (Ave, Cesare!)."
"The Tick ";"3.75";"2016";" Commedia";" USA";" 25 Min";" Amazon Studios, Sony Pictures Television";" In Lavorazione";" Peter Serafinowicz, Griffin Newman, Valorie Curry, Brendan Hines, Yara Martinez, Scott Speiser, Jackie Earle Haley";"                                            Basata sull'omonimo personaggio dei fumetti creato da Ben Edlund, The Tick segue le vicende di un commercialista di nome Arthur Everest (Griffin Newman), il quale, dopo il trauma della morte del padre, fatica a relazionarsi con il mondo e inizia a studiare i crimini della sua città, scoprendo che è soggiogata da un super cattivo che si fa chiamare The Terror (Jackie Earle Haley). Intenzionato a debellare tutti i criminali dalla sua metropoli, ma senza avere alcun potere magico, Arthur diventa l'assistente di The Tick (Peter Serafinowicz di Guardiani della Galassia), uno strano supereroe che indossa un bizzarro costume blu con tanto di antenne. Tra gli altri protagonisti: Valorie Curry (Twilight: Breaking Dawn) nei panni della sorella di Arthur, Dot Everest; Brendan Hines, interprete di Superian; Yara Martinez nelle vesti di Miss Lint/Janet; e Scott Speiser nel ruolo di Overkill."
"Swamp Thing ";"3";"2019";" Fantasy";" USA";" 45 Min";" Warner Bros. Television";" In Lavorazione";" Andy Bean, Derek Mears, Crystal Reed, Maria Stern, Jennifer Beals, Will Patton, Virginia Madsen, Jeryl Prescott, Henderson Wade";"                                            Mark Verheiden (Battlestar Galactica, Daredevil) e Gary Dauberman (It) sono gli sceneggiatori e showrunner di Swamp Thing, drama soprannaturale basato sul personaggio omonimo della DC Comics. La storia racconta della ricercatrice del CDC Abby Arcane (Crystal Reed, Teen Wolf), la quale torna nella sua casa d'infanzia a Houma, in Louisiana, per investigare su un virus mortale trasmesso dalla palude che sta decimando la popolazione. Qui incontra e si innamora dello scienziato Alec Holland (Andy Bean, Power), per poi perderlo tragicamente. Mentre potenti forze scendono su Houma, intente a sfruttare le misteriose proprietà della palude per i propri scopi, proseguendo le ricerche scientifiche, Abby scopre che dietro questa misteriosa epidemia si cela un orribile segreto che potrebbe però rivelarsi potenzialmente miracoloso. Forse Alec e tutte le persone sepolte in precedenza non sono persi per sempre..."
"Lodge 49 ";"3.83";"2018";" Commedia";" USA";" 42 Min";" AMC Studios";" In Lavorazione";" Wyatt Russell, Brent Jennings, Sonya Cassidy, Linda Emond, David Pasquesi, Eric Allan Kramer, Kenneth Welsh";"                                            Paul Giamatti è il produttore esecutivo di Lodge 49, la serie di AMC con protagonista Wyatt Russell (Black Mirror), nei panni di Sean 'Dud' Dudley, un ex surfista di Long Beach che dopo la morte del padre e il conseguente crollo finanziario della sua famiglia viene trascinato dal suo inguaribile ottimismo sulla soglia della malconcia sede di una confraternita segreta. Qui, un membro anziano di nome Ernie Fontaine (Brent Jennings di Bones) lo convince a unirsi all'ordine per aiutarlo a ritrovare il senso e lo scopo della sua vita, scendendo a patti con le sue paure e le sue aspirazioni. Tra boccali di birra e misteri alchemici, Dud ritrova un po' di quella spensieratezza che credeva di aver perduto. Nel cast troviamo anche Eric Allan Kramer (Mike & Molly), Sonya Cassidy e David Pasquesi."
"All About the Washingtons ";"2.75";"2018";" Commedia";" USA";" 25 Min";" ABC Signature Studios, Amblin Television";" Cancellata";" Joseph Simmons, Justine Simmons, Kiana Ledé, Nathan Anderson, Leah Rose Randall, Maceo Smedley";"                                            Joseph Simmons, meglio noto come Rev Run dei Run DMC, è il protagonista della sitcom di Netflix All About the Washingtons. La serie è incentrata su Joey Washington, un famoso artista della scena hip-hop, che dopo anni di scintillante carriera decide di ritirarsi e dedicarsi alla sua famiglia, dando alla moglie Justine (Justine Simmons) la possibilità di svestire i panni della casalinga e realizzare finalmente il suo sogno di diventare un'imprenditrice. In questa nuova dinamica familiare e dopo anni trascorsi in studio di registrazione e in tour, Joey scopre ben presto cosa significhi davvero la vita da padre responsabile e presente, cercando di stare dietro ai suoi quattro diversissimi figli - la studentessa universitaria Veronica (Kiana Ledé), il produttore musicale Wesley (Nathan Anderson), la bambina prodigio Skyler (Leah Rose Randall) e il piccolo Daevon (Maceo Smedley). La serie è prodotta da Jeremy Bronson, autore di celebri programmi televisivi come Speechless, Late Night with Jimmy Fallon e The Mindy Project."
"Baby ";"3.47";"2018";" Drammatico";" Italia";" 43 Min";" Fabula Pictures";" In Lavorazione";" Benedetta Porcaroli, Alice Pagani, Chabeli Sastre Gonzalez, Riccardo Mandolini, Isabella Ferrari, Claudia Pandolfi, Paolo Calabresi, Brando Pacitto, Mirko Trovato";"                                            Diretta da Andrea De Sica (I ragazzi della notte) e Anna Negri (Riprendimi), e scritta dal collettivo GRAMS formato da Antonio Le Fosse, Eleonora Trucchi, Marco Raspanti, Giacomo Mazzariol e Romolo Re Salvador, insieme con Isabella Aguilar e Giacomo Durzi, Baby segue Ludovica (Alice Pagani), Chiara (Benedetta Porcaroli), Camilla (Chabeli Sastre Gonzalez) e Damiano (Riccardo Mandolini), quattro ragazzi del quartiere Parioli di Roma che, mantenendo le apparenze di una vita agiata ed elitaria, nascondono esperienze scandalose mentre vanno in cerca della propria indipendenza e del piacere della trasgressione. Il cast, oltre ai giovanissimi attori protagonisti, include anche volti più noti: Isabella Ferrari è la mamma di Ludovica, Simonetta; Paolo Calabresi è Saverio, proprietario di un locale notturno; Claudia Pandolfi è l'ex atleta Monica, ora insegnate di ginnastica."
"Forever ";"3.63";"2018";" Commedia";" USA";" 25 Min";" Amazon Studios, Universal Television";" In Lavorazione";" Fred Armisen, Maya Rudolph";"                                            Maya Rudolph (Vizio di forma) e Fred Armisen (Anchorman) sono i protagonisti di Forever, serie di Prime Video scritta dal co-ideatore di Master of None Alan Yang insieme con Matt Hubbard (Parks & Recreation), che analizza e racconta gli alti e bassi della vita matrimoniale. June e Oscar sono sposati da 13 anni e vivono in un sobborgo della California, dove trascorrono le proprie giornate con la stessa routine di sempre, tra un weekend al lago, la spesa, la televisione, le faccende domestiche e il lavoro. Questa vita monotona inizia a farsi pesante per June, che in cerca di nuovi stimoli decide di organizzare un weekend sciistico col marito. Ma anche cambiando ambientazione le cose non sembrano migliorare e i due si trovano costretti a capire se sono davvero fatti l'uno per l'altra. Nel cast troviamo anche Kym Whytley (Young & Hungry), Catherine Keener (Show Me a Hero) e Noah Robbins (Unbreakable Kimmy Schmidt)."
"Peaky Blinders ";"4.3";"2013";" Drammatico";" Gran Bretagna";" 55 Min";" Caryn Mandabach Productions, Screen Yorkshire, Tiger Aspect Productions";" In Lavorazione";" Cillian Murphy, Helen McCrory, Paul Anderson, Sophie Rundle, Joe Cole, Annabelle Wallis, Sam Neill";"                                            Peaky Blinders, la serie creata da Steven Knight, è un crime drama ambientato a Birmingham negli Anni '20 del Novecento, subito dopo la Prima Guerra Mondiale. La storia racconta di una famiglia di gangster, gli Shelby, conosciuta in città come i Peaky Blinders per l'usanza di cucire una lama di rasoio nella visiera dei propri berretti. A tenere le redini della banda è l'ambizioso boss Tommy Shelby (Cillian Murphy), un ex sergente tornato dalla guerra con un animo disilluso e devastato dagli incubi, che dopo aver preso possesso di un carico di armi da una fabbrica locale, è messo sotto sorveglianza da un ispettore di nome Chester Campbell (Sam Neill), inviato a Birmingham da Winston Churchill (Andy Nyman) con l'intento di ripulire la città da comunisti, membri dell'IRA, mafiosi e criminali comuni. Ma la scalata sociale degli Shelby è solo agli inizi e Campbell è l'ultimo di una lunga lista di nemici da abbattere, dopo il boss delle corse di cavalli Billy Kimber (Charlie Creed-Miles) e il capo del clan italiano Derby Sabini (Noah Taylor). Nel cast troviamo anche Adrien Brody, Tom Hardy, Paul Anderson e Aidan Gillen."
"Il metodo Kominsky ";"3.92";"2018";" Commedia";" USA";" 25 Min";" Warner Bros. Television";" In Lavorazione";" Michael Douglas, Alan Arkin, Sarah Baker, Nancy Travis";"                                            Il metodo Kominsky, la serie creata da Chuck Lorre, vede protagonista Sandy Kominsky (Michael Douglas), un attore che anni fa ha avuto una breve carriera di successo e ora è un venerato maestro di recitazione di Hollywood. Alan Arkin interpreta il suo storico agente e amico Norman Newlander. I due cercano di affrontare gli inconvenienti che la vita gli sottopone in tarda età a Los Angeles, una città che apprezza la gioventù e la bellezza."
"Kiss Me First ";"3.5";"2018";" Drammatico";" Gran Bretagna";" 46 Min";" Balloon Entertainment, Kindle Entertainment";" In Lavorazione";" Tallulah Haddon, Simona Brown, Matthew Beard, Matthew Aubrey";"                                            Creato da Bryan Elsley, Kiss Me First è un cyber-thriller basato sul romanzo omonimo di Lottie Moggach e racconta la storia di Leila (Tallulah Haddon), giovane solitaria e poco socievole appassionata della realtà virtuale di Azana. Da poco rimasta orfana della madre, Leila si immerge totalmente nella vita del gioco, popolato principalmente da emarginati come lei. Ed è all'interno di questo mondo parallelo che incontra la ribelle Tess (Simona Brown), con la quale stringe un forte legame. Completamente differente da lei - se non l'opposto - Tess è una festaiola e istintiva, un vero vulcano che porta Leila a divertirsi anche nella vita reale. Nel frattempo all'interno del gioco iniziano ad accadere eventi inspiegabili, come la scomparsa di alcuni player, tra cui la stessa Tess. Pronta a tutto pur di ritrovare la sua amica, Leila s'imbarca in un'avventura virtuale, cercando di scoprire allo stesso tempo cosa sta accadendo ad Azana e soprattutto per mano di chi. Nel cast troviamo anche Matthew Beard, Freddie Stewart e Matthew Aubrey."
